accuracy,layer,loss,pair,perplexity,x,x_op,y,y_op
1.0,fc2,0.0004508339954781503,qs,1.0004509356363978,-0.5,q,-0.5,s
1.0,fc2,0.0004385436821300855,qs,1.000438639856469,-0.375,q,-0.5,s
1.0,fc2,0.0004296985063200912,qs,1.000429790839948,-0.25,q,-0.5,s
1.0,fc2,0.00042411717836697267,qs,1.0004242071287734,-0.125,q,-0.5,s
1.0,fc2,0.0004217096508769797,qs,1.0004217985828925,0.0,q,-0.5,s
1.0,fc2,0.0004224533170762228,qs,1.0004225425630457,0.125,q,-0.5,s
1.0,fc2,0.0004264109518634005,qs,1.0004265018779368,0.25,q,-0.5,s
1.0,fc2,0.00043368929641863244,qs,1.0004337833532182,0.375,q,-0.5,s
1.0,fc2,0.00044453255536175884,qs,1.0004446313746005,0.5,q,-0.5,s
1.0,fc2,0.0004592130932966042,qs,1.0004593185477706,0.625,q,-0.5,s
1.0,fc2,0.00047818685524293145,qs,1.0004783012048033,0.75,q,-0.5,s
1.0,fc2,0.0005020024892498345,qs,1.0005021285135867,0.875,q,-0.5,s
1.0,fc2,0.0005313810894680198,qs,1.0005315222974098,1.0,q,-0.5,s
1.0,fc2,0.0005672574635312727,qs,1.0005674183844726,1.125,q,-0.5,s
1.0,fc2,0.0006108422761368576,qs,1.0006110288782728,1.25,q,-0.5,s
1.0,fc2,0.0006636788859089021,qs,1.0006638991694705,1.375,q,-0.5,s
1.0,fc2,0.0007277096366660082,qs,1.0007279744815631,1.5,q,-0.5,s
1.0,fc2,0.0004551489666687247,qs,1.0004552525626762,-0.5,q,-0.375,s
1.0,fc2,0.00044262378640509323,qs,1.0004427217587677,-0.375,q,-0.375,s
1.0,fc2,0.00043359738182558843,qs,1.0004336913987584,-0.25,q,-0.375,s
1.0,fc2,0.00042792071057779575,qs,1.0004280122817064,-0.125,q,-0.375,s
1.0,fc2,0.0004254508954825786,qs,1.0004255414125511,0.0,q,-0.375,s
1.0,fc2,0.0004261857385958902,qs,1.000426276568641,0.125,q,-0.375,s
1.0,fc2,0.0004301612620631319,qs,1.0004302537946863,0.25,q,-0.375,s
1.0,fc2,0.0004375044843933402,qs,1.000437600203439,0.375,q,-0.375,s
1.0,fc2,0.00044843602884551715,qs,1.000448536591313,0.5,q,-0.375,s
1.0,fc2,0.00046323672560906644,qs,1.0004633440363104,0.625,q,-0.375,s
1.0,fc2,0.0004823532850369993,qs,1.0004824696360894,0.75,q,-0.375,s
1.0,fc2,0.0005063380428970152,qs,1.0005064662536423,0.875,q,-0.375,s
1.0,fc2,0.0005359161112339106,qs,1.0005360597399295,1.0,q,-0.375,s
1.0,fc2,0.0005720196984034296,qs,1.0005721833328702,1.125,q,-0.375,s
1.0,fc2,0.0006158496993240926,qs,1.0006160393736852,1.25,q,-0.375,s
1.0,fc2,0.0006689423522149146,qs,1.0006691661440488,1.375,q,-0.375,s
1.0,fc2,0.0007332713914748217,qs,1.0007335403006654,1.5,q,-0.375,s
1.0,fc2,0.000462996858811976,qs,1.0004631040584013,-0.5,q,-0.25,s
1.0,fc2,0.0004501371407621793,qs,1.000450238467688,-0.375,q,-0.25,s
1.0,fc2,0.0004408850749011873,qs,1.0004409822790106,-0.25,q,-0.25,s
1.0,fc2,0.00043504489733766955,qs,1.0004351395430935,-0.125,q,-0.25,s
1.0,fc2,0.0004325055939653173,qs,1.0004325991379954,0.0,q,-0.25,s
1.0,fc2,0.00043322144800337134,qs,1.0004333153019676,0.125,q,-0.25,s
1.0,fc2,0.00043724440857950225,qs,1.0004373400138498,0.25,q,-0.25,s
1.0,fc2,0.0004446915564899194,qs,1.0004447904464382,0.375,q,-0.25,s
1.0,fc2,0.000455766648719028,qs,1.0004558705261188,0.5,q,-0.25,s
1.0,fc2,0.00047079149023390634,qs,1.000470902329941,0.625,q,-0.25,s
1.0,fc2,0.0004901682552687987,qs,1.0004902884073588,0.75,q,-0.25,s
1.0,fc2,0.0005144720833320489,qs,1.0005146044467925,0.875,q,-0.25,s
1.0,fc2,0.0005444227979680145,qs,1.0005445710229572,1.0,q,-0.25,s
1.0,fc2,0.0005809606490133007,qs,1.0005811294393365,1.125,q,-0.25,s
1.0,fc2,0.0006252971083873059,qs,1.0006254926473788,1.25,q,-0.25,s
1.0,fc2,0.0006789592411232461,qs,1.0006791897861227,1.375,q,-0.25,s
1.0,fc2,0.000743935358298437,qs,1.0007442121468404,1.5,q,-0.25,s
1.0,fc2,0.00047454477258226984,qs,1.0004746573867656,-0.5,q,-0.125,s
1.0,fc2,0.0004612629092355375,qs,1.0004613693073299,-0.375,q,-0.125,s
1.0,fc2,0.000451714904810368,qs,1.0004518169433516,-0.25,q,-0.125,s
1.0,fc2,0.00044567175186751526,qs,1.000445771078278,-0.125,q,-0.125,s
1.0,fc2,0.0004430293893409679,qs,1.000443127541355,0.0,q,-0.125,s
1.0,fc2,0.0004437336843907104,qs,1.0004438321487454,0.125,q,-0.125,s
1.0,fc2,0.00044781807923921746,qs,1.0004479183647246,0.25,q,-0.125,s
1.0,fc2,0.0004554217314680077,qs,1.0004555254516896,0.375,q,-0.125,s
1.0,fc2,0.0004667193392032079,qs,1.00046682826962,0.5,q,-0.125,s
1.0,fc2,0.0004820418168396705,qs,1.0004821580176668,0.625,q,-0.125,s
1.0,fc2,0.0005018145032682454,qs,1.0005019404332296,0.75,q,-0.125,s
1.0,fc2,0.0005265873524389961,qs,1.0005267260238986,0.875,q,-0.125,s
1.0,fc2,0.000557100229548213,qs,1.000557255438702,1.0,q,-0.125,s
1.0,fc2,0.0005943010080705937,qs,1.0005944776399038,1.125,q,-0.125,s
1.0,fc2,0.0006394084351715657,qs,1.0006396129003217,1.25,q,-0.125,s
1.0,fc2,0.0006939579794197036,qs,1.000694198823967,1.375,q,-0.125,s
1.0,fc2,0.0007599624930391393,qs,1.0007602513377003,1.5,q,-0.125,s
1.0,fc2,0.0004900943141767624,qs,1.000490214430017,-0.5,q,0.0,s
1.0,fc2,0.000476280507383399,qs,1.0004763939469532,-0.375,q,0.0,s
1.0,fc2,0.0004663331135834196,qs,1.0004664418637739,-0.25,q,0.0,s
1.0,fc2,0.0004600554586258378,qs,1.0004601613003687,-0.125,q,0.0,s
1.0,fc2,0.00045728389501644524,qs,1.0004573884652357,0.0,q,0.0,s
1.0,fc2,0.00045797648591451654,qs,1.0004580813731567,0.125,q,0.0,s
1.0,fc2,0.0004621530224940305,qs,1.0004622598316555,0.25,q,0.0,s
1.0,fc2,0.0004699465563671076,qs,1.00047005699855,0.375,q,0.0,s
1.0,fc2,0.0004815587712438153,qs,1.0004816747392833,0.5,q,0.0,s
1.0,fc2,0.0004972838625894782,qs,1.0004974075287076,0.625,q,0.0,s
1.0,fc2,0.0005175727043838256,qs,1.000517706668247,0.75,q,0.0,s
1.0,fc2,0.0005429738911647522,qs,1.0005431213281717,0.875,q,0.0,s
1.0,fc2,0.000574247305871222,qs,1.0005744122174205,1.0,q,0.0,s
1.0,fc2,0.0006123508581741369,qs,1.000612538383236,1.125,q,0.0,s
1.0,fc2,0.0006585049711641443,qs,1.0006587218331615,1.25,q,0.0,s
1.0,fc2,0.0007142864536575991,qs,1.0007145416169763,1.375,q,0.0,s
1.0,fc2,0.000781695254848391,qs,1.0007820008582085,1.5,q,0.0,s
1.0,fc2,0.0005099891131620826,qs,1.0005101191797197,-0.5,q,0.125,s
1.0,fc2,0.0004955301548566095,qs,1.0004956529502058,-0.375,q,0.125,s
1.0,fc2,0.00048512498185512197,qs,1.00048524267401,-0.25,q,0.125,s
1.0,fc2,0.0004785378682165245,qs,1.0004786523857285,-0.125,q,0.125,s
1.0,fc2,0.00047560490116768477,qs,1.000475718019111,0.0,q,0.125,s
1.0,fc2,0.0004762878964830436,qs,1.000476401339573,0.125,q,0.125,s
1.0,fc2,0.00048059021967547446,qs,1.0004807057216574,0.25,q,0.125,s
1.0,fc2,0.0004886304834415831,qs,1.0004887498827628,0.375,q,0.125,s
1.0,fc2,0.0005006214414784698,qs,1.000500746773306,0.5,q,0.125,s
1.0,fc2,0.0005168707387790557,qs,1.0005170043394764,0.625,q,0.125,s
1.0,fc2,0.0005378141307014708,qs,1.0005379587786511,0.75,q,0.125,s
1.0,fc2,0.0005640317367111995,qs,1.0005641908325216,0.875,q,0.125,s
1.0,fc2,0.000596271326861055,qs,1.000596449131947,1.0,q,0.125,s
1.0,fc2,0.0006355236166027035,qs,1.0006357256045235,1.125,q,0.125,s
1.0,fc2,0.0006830220504647945,qs,1.0006832553631417,1.25,q,0.125,s
1.0,fc2,0.0007403768407759282,qs,1.0007406509873622,1.375,q,0.125,s
1.0,fc2,0.0008096336967751274,qs,1.000809961538608,1.5,q,0.125,s
1.0,fc2,0.0005347157138556898,qs,1.0005348586997875,-0.5,q,0.25,s
1.0,fc2,0.0005194805983754563,qs,1.000519615551789,-0.375,q,0.25,s
1.0,fc2,0.000508517982133079,qs,1.0005086472993212,-0.25,q,0.25,s
1.0,fc2,0.0005015617846750397,qs,1.0005016875878188,-0.125,q,0.25,s
1.0,fc2,0.0004984546739671807,qs,1.0004985789231415,0.0,q,0.25,s
1.0,fc2,0.0004991207494967432,qs,1.0004992453309842,0.125,q,0.25,s
1.0,fc2,0.0005035755568363848,qs,1.0005037023722934,0.25,q,0.25,s
1.0,fc2,0.0005119246337335092,qs,1.0005120556895115,0.375,q,0.25,s
1.0,fc2,0.0005243882618862725,qs,1.000524525777447,0.5,q,0.25,s
1.0,fc2,0.0005412641958240192,qs,1.0005414107057211,0.625,q,0.25,s
1.0,fc2,0.0005630208236281476,qs,1.0005631793496017,0.75,q,0.25,s
1.0,fc2,0.0005902376590629078,qs,1.0005904118835862,0.875,q,0.25,s
1.0,fc2,0.0006236796105658513,qs,1.0006238741391333,1.0,q,0.25,s
1.0,fc2,0.0006643477610988693,qs,1.00066456848895,1.125,q,0.25,s
1.0,fc2,0.0007135345803204842,qs,1.000713789206677,1.25,q,0.25,s
1.0,fc2,0.0007728480365045351,qs,1.0007731467604994,1.375,q,0.25,s
1.0,fc2,0.0008443909080148035,qs,1.00084474750638,1.5,q,0.25,s
1.0,fc2,0.000564893696247657,qs,1.0005650532787393,-0.5,q,0.375,s
1.0,fc2,0.0005487257792343429,qs,1.0005488763567654,-0.375,q,0.375,s
1.0,fc2,0.0005370988715485577,qs,1.0005372431349742,-0.25,q,0.375,s
1.0,fc2,0.0005297077783271853,qs,1.0005298480982674,-0.125,q,0.375,s
1.0,fc2,0.0005263896775147297,qs,1.0005265282448734,0.0,q,0.375,s
1.0,fc2,0.0005270461540459712,qs,1.0005271850672737,0.125,q,0.375,s
1.0,fc2,0.0005316868661231108,qs,1.0005318282366387,0.25,q,0.375,s
1.0,fc2,0.0005404120106204506,qs,1.0005405580594988,0.375,q,0.375,s
1.0,fc2,0.0005534372046535202,qs,1.0005535903792795,0.5,q,0.375,s
1.0,fc2,0.0005710923447658497,qs,1.0005712554490467,0.625,q,0.375,s
1.0,fc2,0.0005938150034192722,qs,1.0005939913464517,0.75,q,0.375,s
1.0,fc2,0.0006222305079343703,qs,1.0006224241334947,0.875,q,0.375,s
1.0,fc2,0.0006571200295991303,qs,1.000657335980265,1.0,q,0.375,s
1.0,fc2,0.0006995205437277232,qs,1.0006997652652825,1.125,q,0.375,s
1.0,fc2,0.0007507230057255855,qs,1.0007510048687704,1.25,q,0.375,s
1.0,fc2,0.000812421038218553,qs,1.0008127511415785,1.375,q,0.375,s
1.0,fc2,0.0008867291419386572,qs,1.0008871224024543,1.5,q,0.375,s
1.0,fc2,0.0006012629904308354,qs,1.000601443785256,-0.5,q,0.5,s
1.0,fc2,0.0005840033834713595,qs,1.0005841739466488,-0.375,q,0.5,s
1.0,fc2,0.0005715899784254562,qs,1.0005717533671061,-0.25,q,0.5,s
1.0,fc2,0.0005636996359616737,qs,1.000563858544459,-0.125,q,0.5,s
1.0,fc2,0.0005601360883864331,qs,1.0005602929939,0.0,q,0.5,s
1.0,fc2,0.0005607678074489887,qs,1.00056092506711,0.125,q,0.5,s
1.0,fc2,0.0005656324468170518,qs,1.0005657924470153,0.25,q,0.5,s
1.0,fc2,0.0005748115165710157,qs,1.000574976752369,0.375,q,0.5,s
1.0,fc2,0.0005885123509758842,qs,1.0005886855583461,0.5,q,0.5,s
1.0,fc2,0.0006070831599292371,qs,1.0006072674722064,0.625,q,0.5,s
1.0,fc2,0.0006309680431206827,qs,1.0006311671453298,0.75,q,0.5,s
1.0,fc2,0.0006608104374268819,qs,1.0006610288207447,0.875,q,0.5,s
1.0,fc2,0.0006974380563552922,qs,1.0006976813228277,1.0,q,0.5,s
1.0,fc2,0.0007418686851931959,qs,1.0007421439378292,1.125,q,0.5,s
1.0,fc2,0.0007954916272376161,qs,1.0007958081146175,1.25,q,0.5,s
1.0,fc2,0.0008600096703304347,qs,1.0008603795846827,1.375,q,0.5,s
1.0,fc2,0.000937654231481418,qs,1.0009380939666395,1.5,q,0.5,s
1.0,fc2,0.0006447757883475579,qs,1.0006449837009395,-0.5,q,0.625,s
1.0,fc2,0.0006262419761265548,qs,1.0006264381065724,-0.375,q,0.625,s
1.0,fc2,0.0006129091610098234,qs,1.0006130970282094,-0.25,q,0.625,s
1.0,fc2,0.0006044217303377055,qs,1.000604604429959,-0.125,q,0.625,s
1.0,fc2,0.0006005626404088692,qs,1.0006007430142583,0.0,q,0.625,s
1.0,fc2,0.0006011960649985848,qs,1.000601376819574,0.125,q,0.625,s
1.0,fc2,0.0006063163672143498,qs,1.0006065002141376,0.25,q,0.625,s
1.0,fc2,0.0006160266938776434,qs,1.00061621647729,0.375,q,0.625,s
1.0,fc2,0.0006305419254711029,qs,1.0006307407588197,0.5,q,0.625,s
1.0,fc2,0.0006501827147632181,qs,1.0006503941293614,0.625,q,0.625,s
1.0,fc2,0.0006754407533934035,qs,1.0006756689148661,0.75,q,0.625,s
1.0,fc2,0.0007069719736726185,qs,1.0007072219372606,0.875,q,0.625,s
1.0,fc2,0.0007456096667969431,qs,1.0007458877027824,1.0,q,0.625,s
1.0,fc2,0.0007924653662591809,qs,1.000792779449899,1.125,q,0.625,s
1.0,fc2,0.0008489287875064427,qs,1.0008492892295389,1.25,q,0.625,s
1.0,fc2,0.0009167889966504207,qs,1.0009172093761391,1.375,q,0.625,s
1.0,fc2,0.000998326392803332,qs,1.0009988248864692,1.5,q,0.625,s
1.0,fc2,0.0006966170260550632,qs,1.0006968597200472,-0.5,q,0.75,s
1.0,fc2,0.0006765778720706774,qs,1.000676806802506,-0.375,q,0.75,s
1.0,fc2,0.000662161588377358,qs,1.0006623808657582,-0.25,q,0.75,s
1.0,fc2,0.0006529894932958782,qs,1.0006532027373478,-0.125,q,0.75,s
1.0,fc2,0.0006487890360717522,qs,1.0006489995452013,0.0,q,0.75,s
1.0,fc2,0.0006494215805730202,qs,1.000649632500424,0.125,q,0.75,s
1.0,fc2,0.0006548665409274672,qs,1.000655081012835,0.25,q,0.75,s
1.0,fc2,0.0006651956551596705,qs,1.0006654169468543,0.375,q,0.75,s
1.0,fc2,0.0006806509555624867,qs,1.000680882650989,0.5,q,0.75,s
1.0,fc2,0.0007015490713176343,qs,1.0007017952144246,0.625,q,0.75,s
1.0,fc2,0.0007284192236317982,qs,1.000728684585342,0.75,q,0.75,s
1.0,fc2,0.0007619180564010348,qs,1.0007622083896954,0.875,q,0.75,s
1.0,fc2,0.000802934440740892,qs,1.000803256878892,1.0,q,0.75,s
1.0,fc2,0.0008526009559849946,qs,1.0008529645234987,1.125,q,0.75,s
1.0,fc2,0.00091238263857831,qs,1.000912798986231,1.25,q,0.75,s
1.0,fc2,0.0009841402049898227,qs,1.0009846246298624,1.375,q,0.75,s
1.0,fc2,0.0010702485004599346,qs,1.001070821420757,1.5,q,0.75,s
1.0,fc2,0.0007582268755072341,qs,1.0007585144021702,-0.5,q,0.875,s
1.0,fc2,0.0007364270015458023,qs,1.0007366982304862,-0.375,q,0.875,s
1.0,fc2,0.0007207547166455346,qs,1.0007210145227414,-0.25,q,0.875,s
1.0,fc2,0.0007107746058706112,qs,1.0007110272659987,-0.125,q,0.875,s
1.0,fc2,0.0007061753080461019,qs,1.0007064247085322,0.0,q,0.875,s
1.0,fc2,0.0007068051610479,qs,1.0007070550066763,0.125,q,0.875,s
1.0,fc2,0.0007126179084291085,qs,1.0007128718808957,0.25,q,0.875,s
1.0,fc2,0.0007236906393342321,qs,1.0007239525665859,0.375,q,0.875,s
1.0,fc2,0.0007402393010542853,qs,1.0007405133457812,0.5,q,0.875,s
1.0,fc2,0.0007626349356908962,qs,1.0007629258156538,0.625,q,0.875,s
1.0,fc2,0.0007913698109827735,qs,1.0007916830266894,0.75,q,0.875,s
1.0,fc2,0.0008271685425729506,qs,1.0008275107408173,0.875,q,0.875,s
1.0,fc2,0.0008709304658627744,qs,1.0008713098359279,1.0,q,0.875,s
1.0,fc2,0.0009238800571316029,qs,1.0009243069657723,1.125,q,0.875,s
1.0,fc2,0.000987524421735323,qs,1.0009880121845232,1.25,q,0.875,s
1.0,fc2,0.0010638099145554097,qs,1.0010643759610267,1.375,q,0.875,s
1.0,fc2,0.001155222882232048,qs,1.0011558904092086,1.5,q,0.875,s
1.0,fc2,0.000831386854321056,qs,1.000831732552168,-0.5,q,1.0,s
1.0,fc2,0.0008075307077821572,qs,1.0008078568484877,-0.375,q,1.0,s
1.0,fc2,0.0007903959287881559,qs,1.0007907083739633,-0.25,q,1.0,s
1.0,fc2,0.0007794779978127817,qs,1.000779781869736,-0.125,q,1.0,s
1.0,fc2,0.0007744211018140129,qs,1.0007747210432574,0.0,q,1.0,s
1.0,fc2,0.0007750590816868839,qs,1.0007753595175906,0.125,q,1.0,s
1.0,fc2,0.000781301896299593,qs,1.0007816071921305,0.25,q,1.0,s
1.0,fc2,0.0007932373575301508,qs,1.000793552053487,0.375,q,1.0,s
1.0,fc2,0.000811071381027512,qs,1.0008114003883635,0.5,q,1.0,s
1.0,fc2,0.0008351845566574985,qs,1.0008355334203944,0.625,q,1.0,s
1.0,fc2,0.0008660946041345596,qs,1.0008664697723688,0.75,q,1.0,s
1.0,fc2,0.0009045597725982771,qs,1.0009049690101735,0.875,q,1.0,s
1.0,fc2,0.0009515370312886891,qs,1.0009519898862744,1.0,q,1.0,s
1.0,fc2,0.0010082810607108044,qs,1.0010087895469442,1.125,q,1.0,s
1.0,fc2,0.001076390561454162,qs,1.0010769700776845,1.25,q,1.0,s
1.0,fc2,0.0011579271105361742,qs,1.001158597766965,1.375,q,1.0,s
1.0,fc2,0.0012554812716424903,qs,1.0012562697181797,1.5,q,1.0,s
1.0,fc2,0.0009183272409701406,qs,1.0009187490325353,-0.5,q,1.125,s
1.0,fc2,0.0008920606107321228,qs,1.000892458615138,-0.375,q,1.125,s
1.0,fc2,0.0008732036375474813,qs,1.0008735849908355,-0.25,q,1.125,s
1.0,fc2,0.0008611863588317682,qs,1.0008615572862756,-0.125,q,1.125,s
1.0,fc2,0.0008556079483775463,qs,1.000855974085274,0.0,q,1.125,s
1.0,fc2,0.0008562496501251072,qs,1.0008566163365076,0.125,q,1.125,s
1.0,fc2,0.0008629998374356909,qs,1.000863372328941,0.25,q,1.125,s
1.0,fc2,0.0008759354685221441,qs,1.0008763192120314,0.375,q,1.125,s
1.0,fc2,0.0008952773260385308,qs,1.0008956782064078,0.5,q,1.125,s
1.0,fc2,0.0009213885096582632,qs,1.000921813118451,0.625,q,1.125,s
1.0,fc2,0.000954839562619228,qs,1.0009552955670398,0.75,q,1.125,s
1.0,fc2,0.0009964005520662934,qs,1.0009968971240109,0.875,q,1.125,s
1.0,fc2,0.0010470869019627571,qs,1.001047635288839,1.0,q,1.125,s
1.0,fc2,0.0011082301576665094,qs,1.0011088444716205,1.125,q,1.125,s
1.0,fc2,0.001181512611091574,qs,1.001182210872091,1.25,q,1.125,s
1.0,fc2,0.0012691161415396227,qs,1.001269921810223,1.375,q,1.125,s
1.0,fc2,0.0013737518130858544,qs,1.0013746958423457,1.5,q,1.125,s
1.0,fc2,0.0010217601082727205,qs,1.0010222822829629,-0.5,q,1.25,s
1.0,fc2,0.0009926797453232092,qs,1.0009931726149353,-0.375,q,1.25,s
1.0,fc2,0.0009718134288828647,qs,1.0009722857925571,-0.25,q,1.25,s
1.0,fc2,0.000958508679820885,qs,1.0009589681960707,-0.125,q,1.25,s
1.0,fc2,0.0009523218743557743,qs,1.0009527754768124,0.0,q,1.25,s
1.0,fc2,0.0009529654979523645,qs,1.000953419713845,0.125,q,1.25,s
1.0,fc2,0.0009603173765729575,qs,1.0009607786289425,0.25,q,1.25,s
1.0,fc2,0.0009744307003496329,qs,1.0009749056121882,0.375,q,1.25,s
1.0,fc2,0.0009955128786907801,qs,1.0009960085661107,0.5,q,1.25,s
1.0,fc2,0.0010239616523708575,qs,1.0010244860800863,0.625,q,1.25,s
1.0,fc2,0.0010603529795057034,qs,1.00106091535248,0.75,q,1.25,s
1.0,fc2,0.0011055022432562192,qs,1.0011061135361023,0.875,q,1.25,s
1.0,fc2,0.001160492942939469,qs,1.0011611665754314,1.0,q,1.25,s
1.0,fc2,0.0012267276161967396,qs,1.0012274803542889,1.125,q,1.25,s
1.0,fc2,0.0013060098067654666,qs,1.0013068630089628,1.25,q,1.25,s
1.0,fc2,0.0014006097489070776,qs,1.001401591060833,1.375,q,1.25,s
1.0,fc2,0.0015134320783367367,qs,1.0015145778946302,1.5,q,1.25,s
1.0,fc2,0.001145084033330816,qs,1.0011457398923664,-0.5,q,1.375,s
1.0,fc2,0.0011126975822638183,qs,1.001113316859887,-0.375,q,1.375,s
1.0,fc2,0.0010894709733522026,qs,1.0010900646624359,-0.25,q,1.375,s
1.0,fc2,0.001074671289885831,qs,1.0010752489559918,-0.125,q,1.375,s
1.0,fc2,0.0010677553453735443,qs,1.001068325599058,0.0,q,1.375,s
1.0,fc2,0.001068412469731858,qs,1.0010689834256552,0.125,q,1.375,s
1.0,fc2,0.0010764661420382615,qs,1.0010770457396694,0.25,q,1.375,s
1.0,fc2,0.001091954655817785,qs,1.0010925510553637,0.375,q,1.375,s
1.0,fc2,0.0011150768677952237,qs,1.0011156987971506,0.5,q,1.375,s
1.0,fc2,0.0011462299768018255,qs,1.001146887149448,0.625,q,1.375,s
1.0,fc2,0.0011860422475814527,qs,1.0011867458738373,0.75,q,1.375,s
1.0,fc2,0.0012353766290584811,qs,1.0012361400210927,0.875,q,1.375,s
1.0,fc2,0.0012953582818649508,qs,1.00129619762078,1.0,q,1.375,s
1.0,fc2,0.001367495830163979,qs,1.0013684312789455,1.125,q,1.375,s
1.0,fc2,0.001453705455351867,qs,1.001454762597323,1.25,q,1.375,s
1.0,fc2,0.0015564055334603582,qs,1.0015576173611695,1.375,q,1.375,s
1.0,fc2,0.0016786498734886897,qs,1.0016800595948867,1.5,q,1.375,s
1.0,fc2,0.0012924984316079716,qs,1.0012933340676864,-0.5,q,1.5,s
1.0,fc2,0.0012562199880558004,qs,1.0012570093628932,-0.375,q,1.5,s
1.0,fc2,0.001230224065282234,qs,1.0012309811013171,-0.25,q,1.5,s
1.0,fc2,0.0012136640159235606,qs,1.0012144008041364,-0.125,q,1.5,s
1.0,fc2,0.0012059141688212788,qs,1.00120664157568,0.0,q,1.5,s
1.0,fc2,0.0012065776211635409,qs,1.0012073058287918,0.125,q,1.5,s
1.0,fc2,0.0012154504201377224,qs,1.0012161893793587,0.25,q,1.5,s
1.0,fc2,0.0012325345058094319,qs,1.0012332943886253,0.375,q,1.5,s
1.0,fc2,0.001258030620319336,qs,1.0012588222727796,0.5,q,1.5,s
1.0,fc2,0.0012923528356044974,qs,1.0012931882833893,0.625,q,1.5,s
1.0,fc2,0.001336149270202245,qs,1.0013370423153414,0.75,q,1.5,s
1.0,fc2,0.0013903292160125991,qs,1.0013912961717542,0.875,q,1.5,s
1.0,fc2,0.0014561226996786729,qs,1.0014571833610921,1.0,q,1.5,s
1.0,fc2,0.0015351134136064129,qs,1.0015362923033688,1.125,q,1.5,s
1.0,fc2,0.001629347906135988,qs,1.0016306760146545,1.25,q,1.5,s
1.0,fc2,0.001741412107110898,qs,1.001742929245701,1.375,q,1.5,s
1.0,fc2,0.001874538780643188,qs,1.0018762968268002,1.5,q,1.5,s
