batch_index,nll,nll_sum,perplexity,sequence_index,strategy,tokens,window_index
0,3.798538328155758,482.41436767578125,44.63589375896112,0,dense,127,0
1,4.797491118663878,609.2813720703125,121.20594440324456,0,dense,127,1
2,4.263176865465059,541.4234619140625,71.03529494794961,0,dense,127,2
3,3.9046169491264764,495.8863525390625,49.63106504775898,0,dense,127,3
4,5.260462483083169,668.0787353515625,192.57053131895867,0,dense,127,4
5,5.05595626230315,642.1064453125,156.9545483223363,0,dense,127,5
6,5.000555564099409,635.070556640625,148.4956350338658,0,dense,127,6
7,4.1103751114972935,522.0176391601562,60.9695836725058,0,dense,127,7
0,4.106954259196605,521.5831909179688,60.761372065549985,0,Q,127,0
1,5.146413247416339,653.594482421875,171.81412904637375,0,Q,127,1
2,4.654627041553888,591.1376342773438,105.07002593686936,0,Q,127,2
3,4.404851958507628,559.4161987304688,81.84702519047661,0,Q,127,3
4,5.682393231729823,721.6639404296875,293.6513654055786,0,Q,127,4
5,5.389620563176673,684.4818115234375,219.12022749528995,0,Q,127,5
6,5.311924251045768,674.6143798828125,202.73997589249498,0,Q,127,6
7,4.56446898452879,579.6875610351562,96.01159683424599,0,Q,127,7
0,4.119473194512795,523.173095703125,61.52682105839988,0,Q_global_scale,127,0
1,5.127731203094242,651.2218627929688,168.63408720434202,0,Q_global_scale,127,1
2,4.660176915446605,591.8424682617188,105.65477246456514,0,Q_global_scale,127,2
3,4.372396153727855,555.2943115234375,79.2332594902635,0,Q_global_scale,127,3
4,5.663502129982776,719.2647705078125,288.156037410892,0,Q_global_scale,127,4
5,5.385955089659203,684.0162963867188,218.3185183237589,0,Q_global_scale,127,5
6,5.338794137549213,678.02685546875,208.26142417993825,0,Q_global_scale,127,6
7,4.560446911909449,579.1767578125,95.62620677242747,0,Q_global_scale,127,7
0,4.067013718011811,516.5107421875,58.38235583149311,0,Q_block_scale,127,0
1,4.997361551119587,634.6649169921875,148.02209469768783,0,Q_block_scale,127,1
2,4.563136303518701,579.518310546875,95.88372922468903,0,Q_block_scale,127,2
3,4.26739165538878,541.958740234375,71.33532563232073,0,Q_block_scale,127,3
4,5.539569043737697,703.5252685546875,254.5682680262395,0,Q_block_scale,127,4
5,5.328894427442175,676.7695922851562,206.2098681143125,0,Q_block_scale,127,5
6,5.25481841320128,667.3619384765625,191.4867112382758,0,Q_block_scale,127,6
7,4.43015655757874,562.6298828125,83.94455803832525,0,Q_block_scale,127,7
0,4.036222202571358,512.6002197265625,56.61206938935767,0,Q+S,127,0
1,5.011329470656988,636.4388427734375,150.10416263355637,0,Q+S,127,1
2,4.4885869063730315,570.050537109375,88.99559786991233,0,Q+S,127,2
3,4.283744271345965,544.0355224609375,72.51143483935445,0,Q+S,127,3
4,5.585033026267224,709.2991943359375,266.4090810916792,0,Q+S,127,4
5,5.250162440022145,666.7706298828125,190.597226561848,0,Q+S,127,5
6,5.17475951187254,657.1944580078125,176.75410190178928,0,Q+S,127,6
7,4.386716827632874,557.113037109375,80.37609673039287,0,Q+S,127,7
0,3.9786172701617866,505.2843933105469,53.4430857645673,0,Q+S_OBS,127,0
1,4.978195550873524,632.2308349609375,145.21211722528167,0,Q+S_OBS,127,1
2,4.4855332261934056,569.6627197265625,88.72424829489286,0,Q+S_OBS,127,2
3,4.268685889056348,542.1231079101562,71.42770998301393,0,Q+S_OBS,127,3
4,5.544406200018455,704.1395874023438,255.80263753509323,0,Q+S_OBS,127,4
5,5.19985793706939,660.3819580078125,181.24649163835247,0,Q+S_OBS,127,5
6,5.215732844795768,662.3980712890625,184.1467225099159,0,Q+S_OBS,127,6
7,4.338853250338337,551.0343627929688,76.61962541077988,0,Q+S_OBS,127,7
0,3.9463962344672736,501.19232177734375,51.74854079072615,0,Q+L,127,0
1,4.917070043368603,624.4678955078125,136.6017889569936,0,Q+L,127,1
2,4.499750092273622,571.46826171875,89.99463813462849,0,Q+L,127,2
3,4.221876730130413,536.1783447265625,68.16128466515987,0,Q+L,127,3
4,5.447319451279528,691.8095703125,232.13508178062784,0,Q+L,127,4
5,5.220707930917815,663.0299072265625,185.06515104966505,0,Q+L,127,5
6,5.192380890132874,659.432373046875,179.89635691371984,0,Q+L,127,6
7,4.315923735851378,548.122314453125,74.88276339870072,0,Q+L,127,7
0,3.9688696673535926,504.04644775390625,52.92467452985699,0,Q+S+L_QL_budget,127,0
1,4.955923485943652,629.4022827148438,142.01369348482896,0,Q+S+L_QL_budget,127,1
2,4.490215631920521,570.2573852539062,89.14066537928755,0,Q+S+L_QL_budget,127,2
3,4.221710445374016,536.1572265625,68.14995142484227,0,Q+S+L_QL_budget,127,3
4,5.4670794629675195,694.319091796875,236.76769320199654,0,Q+S+L_QL_budget,127,4
5,5.204841673843504,661.014892578125,182.15203105466728,0,Q+S+L_QL_budget,127,5
6,5.200817678857037,660.5038452148438,181.4205249704143,0,Q+S+L_QL_budget,127,6
7,4.330045444758858,549.915771484375,75.94773791739938,0,Q+S+L_QL_budget,127,7
0,3.9715693916861468,504.3893127441406,53.067749606209915,0,Q+S+L_QL_budget_component_scale,127,0
1,4.945677749753937,628.10107421875,140.5660872056083,0,Q+S+L_QL_budget_component_scale,127,1
2,4.491968350147638,570.47998046875,89.29704084931103,0,Q+S+L_QL_budget_component_scale,127,2
3,4.196568766916831,532.9642333984375,66.45790680816458,0,Q+S+L_QL_budget_component_scale,127,3
4,5.453824261042077,692.6356811523438,233.6499981064167,0,Q+S+L_QL_budget_component_scale,127,4
5,5.202239749938484,660.6844482421875,181.678701381651,0,Q+S+L_QL_budget_component_scale,127,5
6,5.215330108882874,662.346923828125,184.07257494346564,0,Q+S+L_QL_budget_component_scale,127,6
7,4.327580970103346,549.602783203125,75.76079709223885,0,Q+S+L_QL_budget_component_scale,127,7
0,3.9561830055056593,502.43524169921875,52.25747827613632,0,Q+S+L,127,0
1,4.942367433562992,627.6806640625,140.10153833727188,0,Q+S+L,127,1
2,4.502557709461122,571.8248291015625,90.24766366063533,0,Q+S+L,127,2
3,4.214698611281988,535.2667236328125,67.67376668725946,0,Q+S+L,127,3
4,5.456022968442421,692.9149169921875,234.16429126924737,0,Q+S+L,127,4
5,5.209359236589567,661.588623046875,182.97677579970608,0,Q+S+L,127,5
6,5.196046844242126,659.89794921875,180.55705901443446,0,Q+S+L,127,6
7,4.336689626138042,550.7595825195312,76.45402854431774,0,Q+S+L,127,7
0,3.967854417215182,503.9175109863281,52.87097001308718,0,Q+S_OBS+L,127,0
1,4.945523960383858,628.08154296875,140.54447129779356,0,Q+S_OBS+L,127,1
2,4.495006651390256,570.8658447265625,89.5687647399731,0,Q+S_OBS+L,127,2
3,4.22047484390379,536.0003051757812,68.06579724588613,0,Q+S_OBS+L,127,3
4,5.457490215151329,693.1012573242188,234.50812023423117,0,Q+S_OBS+L,127,4
5,5.168429156926673,656.3905029296875,175.63871980565713,0,Q+S_OBS+L,127,5
6,5.195732056625246,659.8579711914062,180.50023083298967,0,Q+S_OBS+L,127,6
7,4.330997497078002,550.0366821289062,76.02007856799527,0,Q+S_OBS+L,127,7
0,3.961314283956693,503.0869140625,52.526315096739275,0,Q+S+L_component_scale,127,0
1,4.931839109405758,626.3435668945312,138.6342415683312,0,Q+S+L_component_scale,127,1
2,4.50280425304503,571.8561401367188,90.26991638609411,0,Q+S+L_component_scale,127,2
3,4.19267837644562,532.4701538085938,66.19986187402004,0,Q+S+L_component_scale,127,3
4,5.445485513041339,691.57666015625,231.7097505125742,0,Q+S+L_component_scale,127,4
5,5.206852469857283,661.270263671875,182.5186701272707,0,Q+S+L_component_scale,127,5
6,5.210024856206939,661.6731567382812,183.098609274079,0,Q+S+L_component_scale,127,6
7,4.3345572404035435,550.48876953125,76.29117276188823,0,Q+S+L_component_scale,127,7
