activation_reconstruction_error,added_bits_over_q,artifact_alignment_padding_bytes,artifact_container_bytes,artifact_file_bytes,artifact_logical_payload_bits,artifact_natural_file_bytes,artifact_path,artifact_physical_compression_ratio,artifact_scope,artifact_sha256,artifact_stream_bytes,artifact_tail_padding_bytes,artifact_to_reference_file_ratio,artifact_total_overhead_bytes,baseline_hessian_energy,cancellation_gain_ql_over_q,cancellation_gain_qs_over_q,comparison_budget_bits,compression_ratio,folded_repair_dof,folded_zero_bit_hessian_gain,heldout_evaluated,heldout_nll,heldout_perplexity,heldout_tokens,hessian_cost,hessian_cross_ql,hessian_cross_qs,hessian_cross_sl,hessian_gain_over_q,hessian_gain_per_added_bit,hessian_recovery_fraction_over_q,hessian_self_l,hessian_self_q,hessian_self_s,joint_counterfactual_strategy,joint_same_natural_file_bytes,joint_same_physical_file_bytes_after_padding,joint_test_nll_gain_over_nojoint,joint_value_claim_reason,joint_value_claim_supported,layers,layers_both_s_l_active,layers_l_active,layers_s_active,lowrank_factor_bits_by_layer,lowrank_factor_bits_distribution,lowrank_rank_sum,nll_delta,normalized_hessian_cost,paired_window_count,paired_window_nll_delta_ci95_high,paired_window_nll_delta_ci95_low,paired_window_nll_delta_mean,paired_window_nll_delta_se,payload_bits,payload_ratio,perplexity_delta,production_backend,proxy_top_k_evaluated,q_bits_by_layer,q_bits_distribution,q_group_size_distribution,q_group_sizes_by_layer,q_quantizer_distribution,q_quantizers_by_layer,q_reference_hessian_cost,q_reference_payload_bits,q_scale_count,ql_budget_file_bytes,rate_cap_satisfied,rate_cap_strategy,reference_artifact_file_bytes,reference_bits,rho_ql,rho_ql_kind,rho_qs,rho_qs_kind,rho_sl,rho_sl_kind,roundtrip_exact_fp16_endpoint,same_physical_bytes_as_ql,selection_source,sparse_nnz,strategy,strict_rate_match,target_gap,target_ratio,token_risk_p95,under_ql_serialized_cap_before_padding,under_target,validation_selected_allocation_digest,validation_selected_hessian_cost,validation_selected_natural_file_bytes,validation_selected_nll,validation_selected_nll_delta,validation_selected_perplexity,validation_selected_proxy_rank,validation_selected_tokens,worst_token_risk
0.005571440327912569,0,7,1280,529664,4227072,529664,artifacts/Q.hrc,3.960850652489125,selected_linear_weights_only,c0c9f26e7bef120edcc6839a44d008118723f1fced7423204304029d6e2d58f8,528384,0,0.25247101891397195,1280,1581.23046875,nan,nan,0,3.9689922480620154,0.0,0.0,True,4.572711575415827,96.80625165557035,62,4.40557861328125,0.0,0.0,0.0,0.0,nan,0.0,0.0,4.40557861328125,0.0,,,,,,,1,0,0,0,"{""gpt_neox.layers.0.mlp.dense_h_to_4h"":0}","{""0"":1}",0,-0.02142801592426924,0.005572342173198779,2,-0.0174276831842241,-0.025428348664314378,-0.02142801592426924,0.0020409860918597644,4227072.0,0.251953125,-2.09675027314816,False,,"{""gpt_neox.layers.0.mlp.dense_h_to_4h"":4}","{""4"":1}","{""0"":1}","{""gpt_neox.layers.0.mlp.dense_h_to_4h"":0}","{""symmetric_rtn"":1}","{""gpt_neox.layers.0.mlp.dense_h_to_4h"":""symmetric_rtn""}",4.40557861328125,4227072,2048.0,627712,not_applicable,,2097920,16777216.0,nan,inactive,nan,inactive,nan,inactive,True,False,,0.0,Q,False,-0.04804687499999999,0.3,0.018607983365654945,not_applicable,True,,,,,,,,,0.020054012537002563
0.005522900260984898,0,7,1280,529664,4227072,529664,artifacts/Q_global_scale.hrc,3.960850652489125,selected_linear_weights_only,b29d5030f7ad80340b4ca57786eaddac6458775ec72fe9850d70d65c55ad44f5,528384,0,0.25247101891397195,1280,1581.23046875,nan,nan,0,3.9689922480620154,1.0,0.03838491439819336,True,4.572943902784778,96.82874501012526,62,4.367193698883057,0.0,0.0,0.0,0.03838491439819336,nan,0.008712797515966805,0.0,4.367196083068848,0.0,,,,,,,1,0,0,0,"{""gpt_neox.layers.0.mlp.dense_h_to_4h"":0}","{""0"":1}",0,-0.02119568855531817,0.0055237914841540165,2,0.024990234375000427,-0.06738161148563498,-0.021195688555317282,0.02356424639301924,4227072.0,0.251953125,-2.0742569185932496,False,,"{""gpt_neox.layers.0.mlp.dense_h_to_4h"":4}","{""4"":1}","{""0"":1}","{""gpt_neox.layers.0.mlp.dense_h_to_4h"":0}","{""symmetric_rtn"":1}","{""gpt_neox.layers.0.mlp.dense_h_to_4h"":""symmetric_rtn""}",4.40557861328125,4227072,2048.0,627712,not_applicable,,2097920,16777216.0,nan,inactive,nan,inactive,nan,inactive,True,False,,0.0,Q_global_scale,False,-0.04804687499999999,0.3,0.018399827182292938,not_applicable,True,,,,,,,,,0.01983257755637169
0.002515435917302966,806080,153,2432,631690,5033152,631690,artifacts/Q_S.hrc,3.321122702591461,selected_linear_weights_only,b784861b08f9a069f788efe9ca47b3ac743c719f6c2a979ea5f157f7e1b57f8b,629144,0,0.3011029972544234,2546,1581.23046875,nan,1.1016631584142642,0,3.3333418104599266,0.0,0.0,True,4.572066768523185,96.74385043778176,62,1.9895813465118408,0.0,-4.853463649749756,0.0,2.415997266769409,2.9972177287234633e-06,0.5483949961728155,0.0,4.40557861328125,2.437464475631714,,,,,,,1,0,0,1,"{""gpt_neox.layers.0.mlp.dense_h_to_4h"":0}","{""0"":1}",0,-0.022072822816911142,0.0025164976084538163,2,0.015466052639869256,-0.05961169827368976,-0.022072822816910254,0.01915248747794873,5033152.0,0.2999992370605469,-2.1591514909367504,False,,"{""gpt_neox.layers.0.mlp.dense_h_to_4h"":4}","{""4"":1}","{""0"":1}","{""gpt_neox.layers.0.mlp.dense_h_to_4h"":0}","{""symmetric_rtn"":1}","{""gpt_neox.layers.0.mlp.dense_h_to_4h"":""symmetric_rtn""}",4.40557861328125,4227072,2048.0,627712,not_applicable,,2097920,16777216.0,nan,inactive,-0.7405444996592058,repair_cancellation,nan,inactive,True,False,,23141.0,Q+S,True,-7.629394531138978e-07,0.3,0.016659211367368698,not_applicable,True,,,,,,,,,0.018126269802451134
0.0017970590852200985,806080,153,2432,631690,5033152,631690,artifacts/Q_S_OBS.hrc,3.321122702591461,selected_linear_weights_only,182b4ea3fe3f524d0528dae968c21816ab8dbd23788afb99b615bfb035fe984e,629144,0,0.3011029972544234,2546,1581.23046875,nan,1.3544524582654927,0,3.3333418104599266,23141.0,0.0,True,4.618849969679309,101.37737800597398,62,1.4220030307769775,0.0,-5.9671525955200195,0.0,2.9835755825042725,3.7013392994544865e-06,0.6772267264758038,0.0,4.405582904815674,2.9835703372955322,,,,,,,1,0,0,1,"{""gpt_neox.layers.0.mlp.dense_h_to_4h"":0}","{""0"":1}",0,0.02471037833921308,0.001798603124440303,2,0.15619991179435502,-0.10677915511592798,0.024710378339213523,0.06708649666078648,5033152.0,0.2999992370605469,2.474376077255471,False,,"{""gpt_neox.layers.0.mlp.dense_h_to_4h"":4}","{""4"":1}","{""0"":1}","{""gpt_neox.layers.0.mlp.dense_h_to_4h"":0}","{""symmetric_rtn"":1}","{""gpt_neox.layers.0.mlp.dense_h_to_4h"":""symmetric_rtn""}",4.40557861328125,4227072,2048.0,627712,not_applicable,,2097920,16777216.0,nan,inactive,-0.8229383829119935,repair_cancellation,nan,inactive,True,False,,23141.0,Q+S_OBS,True,-7.629394531138978e-07,0.3,0.014084968715906143,not_applicable,True,,,,,,,,,0.015280851162970066
0.000978238065727055,778240,22,2048,627712,5005312,627712,artifacts/Q_L.hrc,3.342169657422512,selected_linear_weights_only,ee94406431a70c1d080704c18c86f9b83f141180b50c0452e8c7f5384b936da0,625664,0,0.29920683343502136,2048,1581.23046875,1.6488404093389832,nan,0,3.351882160392799,0.0,0.0,True,4.544342041015625,94.09849388737892,62,0.7743474245071411,-7.26395845413208,0.0,0.0,3.631231188774109,4.665952904983178e-06,0.8242347958171126,3.6328060626983643,4.4054951667785645,0.0,,,,,,,1,0,1,0,"{""gpt_neox.layers.0.mlp.dense_h_to_4h"":16}","{""16"":1}",19,-0.049797550324471196,0.0009794238598491985,2,0.010328999180948512,-0.10992409982989002,-0.04979755032447075,0.030676810972152687,5005312.0,0.29833984375,-4.804508041339588,False,,"{""gpt_neox.layers.0.mlp.dense_h_to_4h"":4}","{""4"":1}","{""0"":1}","{""gpt_neox.layers.0.mlp.dense_h_to_4h"":0}","{""symmetric_rtn"":1}","{""gpt_neox.layers.0.mlp.dense_h_to_4h"":""symmetric_rtn""}",4.40557861328125,4227072,2048.0,627712,not_applicable,,2097920,16777216.0,-0.9078725486513631,repair_cancellation,nan,inactive,nan,inactive,True,True,,0.0,Q+L,True,-0.001660156249999989,0.3,0.011288508772850037,not_applicable,True,,,,,,,,,0.012553088366985321
0.0012916810810565948,677984,157,2432,627712,4905056,615684,artifacts/Q_S_OBS_global.hrc,3.342169657422512,selected_linear_weights_only,c7cb335ae8e648517c5b75c6ed10dcadcd6798b399e60b32d7f092bc73119b1e,613132,12028,0.29920683343502136,14580,1581.23046875,nan,1.283468299810211,5005312,3.4203923461832035,11970.0,0.0,True,4.603301263624622,99.81328229844549,62,1.0217571258544922,0.0,-3.6611168384552,0.0,3.383821487426758,4.991004931424278e-06,0.7680765194441751,0.0,2.852518320083618,1.8303555250167847,,,,,,,1,0,0,1,"{""gpt_neox.layers.0.mlp.dense_h_to_4h"":0}","{""0"":1}",0,0.00916167228452558,0.0012923569916562705,2,0.16928592804939627,-0.15096258348034333,0.009161672284526468,0.08169604885962745,4905056.0,0.29236412048339844,0.9102803697269763,False,2,"{""gpt_neox.layers.0.mlp.dense_h_to_4h"":4}","{""4"":1}","{""64"":1}","{""gpt_neox.layers.0.mlp.dense_h_to_4h"":64}","{""symmetric_mse_clip"":1}","{""gpt_neox.layers.0.mlp.dense_h_to_4h"":""symmetric_mse_clip""}",4.40557861328125,4227072,16384.0,627712,True,aggregate_exact_Q+L_serialized_bytes,2097920,16777216.0,nan,inactive,-0.8011275091335349,repair_cancellation,nan,inactive,True,True,validation_nll_rerank_of_exact_proxy_top_k,11970.0,Q+S_OBS_global,False,-0.007635879516601551,0.3,0.009279852733016014,True,True,d073dad48584f41eb83f8da54346a95025f2f83604808f2aea0db1249db33f28,1.0217571258544922,615684,4.236273242581275,0.02343011671496953,69.14966700693736,1,62,0.009769944474101067
0.000978238065727055,778240,22,2048,627712,5005312,627712,artifacts/Q_L_global.hrc,3.342169657422512,selected_linear_weights_only,ee94406431a70c1d080704c18c86f9b83f141180b50c0452e8c7f5384b936da0,625664,0,0.29920683343502136,2048,1581.23046875,1.6488404093389832,nan,5005312,3.351882160392799,0.0,0.0,True,4.544342041015625,94.09849388737892,62,0.7743474245071411,-7.26395845413208,0.0,0.0,3.631231188774109,4.665952904983178e-06,0.8242347958171126,3.6328060626983643,4.4054951667785645,0.0,,,,,,,1,0,1,0,"{""gpt_neox.layers.0.mlp.dense_h_to_4h"":16}","{""16"":1}",19,-0.049797550324471196,0.0009794238598491985,2,0.010328999180948512,-0.10992409982989002,-0.04979755032447075,0.030676810972152687,5005312.0,0.29833984375,-4.804508041339588,False,2,"{""gpt_neox.layers.0.mlp.dense_h_to_4h"":4}","{""4"":1}","{""0"":1}","{""gpt_neox.layers.0.mlp.dense_h_to_4h"":0}","{""symmetric_rtn"":1}","{""gpt_neox.layers.0.mlp.dense_h_to_4h"":""symmetric_rtn""}",4.40557861328125,4227072,2048.0,627712,True,aggregate_exact_Q+L_serialized_bytes,2097920,16777216.0,-0.9078725486513631,repair_cancellation,nan,inactive,nan,inactive,True,True,validation_nll_rerank_of_exact_proxy_top_k,0.0,Q+L_global,True,-0.001660156249999989,0.3,0.011288508772850037,True,True,8eccc9cf600424977e90d26ddec55381f5b1cd9f960b6fb8501b1a346ae4e89a,0.7743474245071411,627712,4.237091802781628,0.024248676915322953,69.20629334508847,1,62,0.012553088366985321
0.000978238065727055,778240,22,2048,627712,5005312,627712,artifacts/Q_S_OBS_or_L_global.hrc,3.342169657422512,selected_linear_weights_only,ee94406431a70c1d080704c18c86f9b83f141180b50c0452e8c7f5384b936da0,625664,0,0.29920683343502136,2048,1581.23046875,1.6488404093389832,nan,5005312,3.351882160392799,0.0,0.0,True,4.544342041015625,94.09849388737892,62,0.7743474245071411,-7.26395845413208,0.0,0.0,3.631231188774109,4.665952904983178e-06,0.8242347958171126,3.6328060626983643,4.4054951667785645,0.0,Q+S_OBS_or_L_global,True,True,0.0,QSL did not beat the no-joint control on final test NLL,False,1,0,1,0,"{""gpt_neox.layers.0.mlp.dense_h_to_4h"":16}","{""16"":1}",19,-0.049797550324471196,0.0009794238598491985,2,0.010328999180948512,-0.10992409982989002,-0.04979755032447075,0.030676810972152687,5005312.0,0.29833984375,-4.804508041339588,False,1,"{""gpt_neox.layers.0.mlp.dense_h_to_4h"":4}","{""4"":1}","{""0"":1}","{""gpt_neox.layers.0.mlp.dense_h_to_4h"":0}","{""symmetric_rtn"":1}","{""gpt_neox.layers.0.mlp.dense_h_to_4h"":""symmetric_rtn""}",4.40557861328125,4227072,2048.0,627712,True,aggregate_exact_Q+L_serialized_bytes,2097920,16777216.0,-0.9078725486513631,repair_cancellation,nan,inactive,nan,inactive,True,True,validation_nll_rerank_of_exact_proxy_top_k,0.0,Q+S_OBS_or_L_global,True,-0.001660156249999989,0.3,0.011288508772850037,True,True,30d6a98f22d91536b9b4d6eb72a38db0dd06359ced4f0c135ad2e05122028bdd,0.7743474245071411,627712,4.237091802781628,0.024248676915322953,69.20629334508847,1,62,0.012553088366985321
0.000978238065727055,778240,22,2048,627712,5005312,627712,artifacts/Q_S_L_QL_budget.hrc,3.342169657422512,selected_linear_weights_only,ee94406431a70c1d080704c18c86f9b83f141180b50c0452e8c7f5384b936da0,625664,0,0.29920683343502136,2048,1581.23046875,1.6488404093389832,nan,5005312,3.351882160392799,0.0,0.0,True,4.544342041015625,94.09849388737892,62,0.7743474245071411,-7.26395845413208,0.0,0.0,3.631231188774109,4.665952904983178e-06,0.8242347958171126,3.6328060626983643,4.4054951667785645,0.0,Q+S_OBS_or_L_global,True,True,0.0,QSL did not beat the no-joint control on final test NLL,False,1,0,1,0,"{""gpt_neox.layers.0.mlp.dense_h_to_4h"":16}","{""16"":1}",19,-0.049797550324471196,0.0009794238598491985,2,0.010328999180948512,-0.10992409982989002,-0.04979755032447075,0.030676810972152687,5005312.0,0.29833984375,-4.804508041339588,False,2,"{""gpt_neox.layers.0.mlp.dense_h_to_4h"":4}","{""4"":1}","{""0"":1}","{""gpt_neox.layers.0.mlp.dense_h_to_4h"":0}","{""symmetric_rtn"":1}","{""gpt_neox.layers.0.mlp.dense_h_to_4h"":""symmetric_rtn""}",4.40557861328125,4227072,2048.0,627712,True,aggregate_exact_Q+L_serialized_bytes,2097920,16777216.0,-0.9078725486513631,repair_cancellation,nan,inactive,nan,inactive,True,True,validation_nll_rerank_of_exact_proxy_top_k,0.0,Q+S+L_QL_budget,True,-0.001660156249999989,0.3,0.011288508772850037,True,True,7f00f1e0e512a34ce5fb6391ebef1a877c8aa202cdb635e36b5df350469b94e2,0.7743474245071411,627712,4.237091802781628,0.024248676915322953,69.20629334508847,1,62,0.012553088366985321
0.000977297662757337,778240,22,2048,627712,5005312,627712,artifacts/Q_S_L_QL_budget_component_scale.hrc,3.342169657422512,selected_linear_weights_only,0e820667ac8e61a955191dbfb73acdf920114138ef106b6525e2755ded727256,625664,0,0.29920683343502136,2048,1581.23046875,1.647948436213782,nan,5005312,3.351882160392799,2.0,0.0,True,4.54991691343246,94.62454595957172,62,0.7736018896102905,-7.242511749267578,0.0,0.0,3.6319767236709595,4.66691088053937e-06,0.8244040210114157,3.6212563514709473,4.3948655128479,0.0,,,,,,,1,0,1,0,"{""gpt_neox.layers.0.mlp.dense_h_to_4h"":16}","{""16"":1}",19,-0.04422267790763623,0.000978480879162215,2,-0.034075927734374505,-0.05436942808089707,-0.04422267790763579,0.005176913353704737,5005312.0,0.29833984375,-4.2784559691467905,False,,"{""gpt_neox.layers.0.mlp.dense_h_to_4h"":4}","{""4"":1}","{""0"":1}","{""gpt_neox.layers.0.mlp.dense_h_to_4h"":0}","{""symmetric_rtn"":1}","{""gpt_neox.layers.0.mlp.dense_h_to_4h"":""symmetric_rtn""}",4.40557861328125,4227072,2048.0,627712,True,aggregate_exact_Q+L_serialized_bytes,2097920,16777216.0,-0.9077301964836322,repair_cancellation,nan,inactive,nan,inactive,True,True,,0.0,Q+S+L_QL_budget_component_scale,True,-0.001660156249999989,0.3,0.01126945111900568,True,True,,,,,,,,,0.012514747679233551
0.0015223725931718946,806080,227,3200,632512,5033152,632512,artifacts/Q_S_L.hrc,3.3168066376606293,selected_linear_weights_only,33eae3050fa9f9efa27b1cc81c65ee8e25f08f47d2978fdeec464aadbf72d86a,629144,0,0.3014948139109213,3368,1581.23046875,0.40629943524226786,1.0483608171994596,0,3.3333418104599266,0.0,0.0,True,4.5973663330078125,99.22265180254179,62,1.2045198678970337,-1.790021300315857,-4.61873197555542,-0.01211157999932766,3.2010587453842163,3.971142746854178e-06,0.7265921292912955,0.9010782241821289,4.405670166015625,2.318636417388916,,,,,,,1,1,1,1,"{""gpt_neox.layers.0.mlp.dense_h_to_4h"":16}","{""16"":1}",8,0.003226741667716304,0.0015235222084345934,2,0.008545886624243656,-0.0020924032888101603,0.003226741667716748,0.00271384946761577,5033152.0,0.2999992370605469,0.3196498738232805,False,,"{""gpt_neox.layers.0.mlp.dense_h_to_4h"":4}","{""4"":1}","{""0"":1}","{""gpt_neox.layers.0.mlp.dense_h_to_4h"":0}","{""symmetric_rtn"":1}","{""gpt_neox.layers.0.mlp.dense_h_to_4h"":""symmetric_rtn""}",4.40557861328125,4227072,2048.0,627712,not_applicable,,2097920,16777216.0,-0.4492012600918978,repair_cancellation,-0.7225542315243744,repair_cancellation,-0.004189606482098496,hessian_orthogonal,True,False,,12901.0,Q+S+L,True,-7.629394531138978e-07,0.3,0.015166711062192917,not_applicable,True,,,,,,,,,0.01746777817606926
0.001357761211693287,806080,227,3200,632512,5033152,632512,artifacts/Q_S_OBS_L.hrc,3.3168066376606293,selected_linear_weights_only,0696fab343b7ae68d1bce4af0832d464b14fec0a541ed153381eda235f88dd80,629144,0,0.3014948139109213,3368,1581.23046875,0.3410220602466134,1.1864729583864269,0,3.3333418104599266,12901.0,0.0,True,4.592076455393145,98.6991619372891,62,1.074446678161621,-1.5022791624069214,-5.226681232452393,0.06681561470031738,3.331131935119629,4.132507859169845e-06,0.7561167845416383,0.7178365588188171,4.40522575378418,2.6135270595550537,,,,,,,1,1,1,1,"{""gpt_neox.layers.0.mlp.dense_h_to_4h"":16}","{""16"":1}",8,-0.002063135946951178,0.001359000726833953,2,0.1185290724231352,-0.12265534431703667,-0.0020631359469507338,0.061526636923513234,5033152.0,0.2999992370605469,-0.20383999142940468,False,,"{""gpt_neox.layers.0.mlp.dense_h_to_4h"":4}","{""4"":1}","{""0"":1}","{""gpt_neox.layers.0.mlp.dense_h_to_4h"":0}","{""symmetric_rtn"":1}","{""gpt_neox.layers.0.mlp.dense_h_to_4h"":""symmetric_rtn""}",4.40557861328125,4227072,2048.0,627712,not_applicable,,2097920,16777216.0,-0.42239987062046014,repair_cancellation,-0.7701909886480756,repair_cancellation,0.02439055516906251,hessian_orthogonal,True,False,,12901.0,Q+S_OBS+L,True,-7.629394531138978e-07,0.3,0.014155679382383823,not_applicable,True,,,,,,,,,0.01487093698233366
0.0015200694324448705,806080,227,3200,632512,5033152,632512,artifacts/Q_S_L_component_scale.hrc,3.3168066376606293,selected_linear_weights_only,29f0ecf980e3ad64dcbcb09022e489d2f0570eb635a5268e2599e667793be19d,629144,0,0.3014948139109213,3368,1581.23046875,0.40654745034642636,1.0458208015774038,0,3.3333418104599266,3.0,0.0,True,4.605660715410786,100.04906497519261,62,1.2026957273483276,-1.7838629484176636,-4.588888645172119,-0.012044742703437805,3.2028828859329224,3.973405723914404e-06,0.7270061817254541,0.8981320261955261,4.387834548950195,2.3015248775482178,,,,,,,1,1,1,1,"{""gpt_neox.layers.0.mlp.dense_h_to_4h"":16}","{""16"":1}",8,0.011521124070689837,0.001521214966593816,2,0.030019708448840023,-0.006977460307458574,0.011521124070690725,0.009438053254157806,5033152.0,0.2999992370605469,1.1460630464740973,False,,"{""gpt_neox.layers.0.mlp.dense_h_to_4h"":4}","{""4"":1}","{""0"":1}","{""gpt_neox.layers.0.mlp.dense_h_to_4h"":0}","{""symmetric_rtn"":1}","{""gpt_neox.layers.0.mlp.dense_h_to_4h"":""symmetric_rtn""}",4.40557861328125,4227072,2048.0,627712,not_applicable,,2097920,16777216.0,-0.44929985273594736,repair_cancellation,-0.7220122482018915,repair_cancellation,-0.004188799790653188,hessian_orthogonal,True,False,,12901.0,Q+S+L_component_scale,True,-7.629394531138978e-07,0.3,0.015102519653737545,not_applicable,True,,,,,,,,,0.017405426129698753
